x,y,objectid_1,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,st_vendor,st_version,geoprec,phoneloc,qc_qa,ucaoa_id,longitude,latitude
-90.7009814,35.8350833,2635,1825,10993779,FIRST CARE,870-932-3339,415 EAST MATTHEWS AVENUE, ,JONESBORO,AR,72401,3142,CRAIGHEAD,05031,LESS THAN .1 MILE WEST OF CITIZEN STREET ON SOUTH SIDE OF EAST MATTHEWS AVENUE, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",100021593,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-90.70098145472974,35.83508324689524
-95.4123962,29.6688493,2636,1826,10844107,CONCENTRA URGENT CARE - HOUSTON ASTRODOME,713-797-0991,9321 KIRBY DRIVE, ,HOUSTON,TX,77054,2516,HARRIS,48201,LOCATED ON THE EAST SIDE OF KIRBY DR BETWEEN CROSS POINT AVE AND HOLMES RD, , , ,2009-01-22T00:00:00.000Z,PHONE,2009-01-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17869816,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-95.41239609310458,29.6688493334309
-95.645314,29.7427424,2637,1827,10470544,WEST OAKS URGENT CARE CENTER,281-496-4948,2150 STATE HIGHWAY 6 SOUTH,SUITE 100,HOUSTON,TX,77077,8338,HARRIS,48201,LOCATED ON THE NORTHWEST CORNER OF BARKER OAKS DR AND TX 6 S, , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",741022639,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-95.64531392719533,29.742742347881915
-111.4610305,39.5313826,2638,1828,10197574,INTERMOUNTAIN HEALTH CARE - MOUNT PLEASANT CLINIC,435-462-3471,1100 SOUTH MEDICAL DRIVE, ,MOUNT PLEASANT,UT,84647,2222,SANPETE,49039,"LOCATED ON EAST SIDE OF S MEDICAL DRIVE, 0.07 MILES SOUTHEAST OF US 89.", , , ,2006-08-29T00:00:00.000Z,PHONE,2006-08-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",42155091,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-111.4610304845686,39.53138252208663
-90.6661468,35.8470792,2639,1829,10993780,FIRST CARE,870-932-3339,333 STADIUM BOULEVARD, ,JONESBORO,AR,72401, ,CRAIGHEAD,05031,NORTHEAST CORNER OF U STREET AND STADIUM BOULEVARD, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",99826405,NAVTEQ,2008Q1,ONENTITY,NO,TGS, ,-90.66614676835803,35.84707925870174
-108.2572262,32.7943166,2640,1830,10193990,SILVER HEALTH CARE,575-538-2981,1600 EAST 32ND STREET, ,SILVER CITY,NM,88061,7287,GRANT,35017,LOC ON THE S SIDE OF E 32ND ST .1 MI W OF N PINOS ALTOS RD., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",95075471,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2633,-108.257226191435,32.79431669406108
-105.9425516,32.9149248,2641,1831,10193991,WHITE SANDS FAMILY PRACTICE,575-434-9737,2010 PECAN DRIVE, ,ALAMOGORDO,NM,88310,4746,OTERO,35035,LOC ON THE SE CORNER OF PECAN DR AND INDIAN WELLS RD, , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",84225789,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2634,-105.94255155800738,32.914924737687386
-106.7068012,35.1272132,2642,1832,10197412,PRESBYTERIAN URGENT CARE,505-462-7575,3901 ATRISCO DRIVE NORTHWEST, ,ALBUQUERQUE,NM,87120,1627,BERNALILLO,35001,SOUTHWEST CORNER OF ATRISCO DRIVE NORTHWEST AND LADERA DRIVE NORTHWEST, , , ,2006-08-25T00:00:00.000Z,PHONE,2006-08-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",112218594,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-106.7068012522754,35.12721325049199
-89.5844458,36.8674825,2643,1833,10193888,SIKESTON URGENT CARE,573-471-8501,918 SOUTH KINGSHIGHWAY STREET, ,SIKESTON,MO,63801,4416,NEW MADRID,29143,"LOCATED ON THE EAST SIDE OF S KINGSHIGHWAY ST, .1 MILE SOUTH OF THE INTERSECTION OF E MURRAY LN AND S KINGSHIGHWAY ST.", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",96595217,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2265,-89.58444573398282,36.86748242957134
-97.1272444,32.6919353,2644,1834,10993603,ARLINGTON URGENT CARE,817-557-9616,3295 SOUTH COOPER STREET, ,ARLINGTON,TX,76015,2363,TARRANT,48439,LOCATED ON THE NORTHEAST CORNER OF SOUTH COOPER STREET AND WEST MAYFIELD ROAD., , , ,2009-01-20T00:00:00.000Z,PHONE,2009-01-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17726595,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-97.12724446865667,32.69193526699985
-95.3435365,29.8706432,2645,1835,11241453,CLARK MEDICAL GROUP - URGENT CARE,713-979-0467,2708 LITTLE YORK ROAD, ,HOUSTON,TX,77093,3404,HARRIS,48201,LOCATED ON THE SOUTH SIDE OF LITTLE YORK RD LESS THAN .1 MI WEST OF SHADY LN, , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17926911,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-95.34353657874948,29.870643149562568
-94.0971887,33.4695345,2646,1836,10194440,HEALTHCARE EXPRESS,903-791-9355,3515 RICHMOND ROAD, ,TEXARKANA,TX,75503,0711,BOWIE,48037,LOCATED ON THE WEST SIDE OF RICHMOND RD BETWEEN MORRIS LN AND CORORATE DR, , , ,2009-01-09T00:00:00.000Z,PHONE,2009-01-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",709201801,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3500,-94.09718864713773,33.46953448422994
-89.6672148,40.7925404,2647,1837,10843774,ORDER OF SAINT FRANCES PROMPT CARE - CENTER FOR HEALTH,309-683-5001,8800 NORTH STATE HIGHWAY 91, ,PEORIA,IL,61615, ,PEORIA,17143,"LOCATED ON THE EAST SIDE OF IL-91, APPROX 1.3 MILES NORTH OF THE INTERSECTION OF US-150 AND NORTH IL-91.", , , ,2009-01-09T00:00:00.000Z,PHONE,2009-01-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",130089422,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-89.66721484838592,40.79254043879109
-89.4653111,40.6167439,2648,1838,10198202,PROCTOR FIRST CARE,309-263-4343,621 WEST JACKSON STREET, ,MORTON,IL,61550,1535,TAZEWELL,17179,NORTHEAST SIDE OF WEST JACKSON STREET BETWEEN NORTH MORTON AVENUE AND NORTH MCARTHUR AVENUE, , , ,2006-08-25T00:00:00.000Z,PHONE,2008-01-17T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",92680802,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-89.46531106135575,40.61674393298705
-96.6026489,32.8612699,2649,1839,10422201,SAINT PAUL FAMILY MEDICAL CLINIC,972-240-1789,4402 BROADWAY BOULEVARD,SUITE 1,GARLAND,TX,75043,3400,DALLAS,48113,ON THE SE CORNER OF GATEWOOD RD AND BROADWAY BLVD., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17690948,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3523,-96.60264880849508,32.86126999551476
-95.8901542,36.1165391,2650,1840,10193024,WARREN CLINIC URGENT CARE,918-665-8744,3218 SOUTH 79TH EAST AVENUE, ,TULSA,OK,74145,1316,TULSA,40143,NORTHWEST SIDE OF SOUTH 79TH EAST AVENUE BETWEEN EAST 32ND STREET SOUTH AND THE INTERSECTION OF SOUTH 79TH EAST AVENUE AND EAST 33RD STREET SOUTH., , , ,2006-08-25T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",89755267,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-95.89015418067027,36.116539173544936
-97.2545745,32.9242138,2651,1841,10422893,CARE NOW - KELLER,817-431-2800,720 SOUTH MAIN STREET, ,KELLER,TX,76248,4936,TARRANT,48439,WEST SIDE OF S MAIN STREET APPROX 0.15 MILES SOUTH OF BIG BEAR CREEK RD, , , ,2008-01-25T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17567381,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-97.2545744625408,32.92421372988059
-104.7285797,40.4224258,2652,1842,11241437,NEXTCARE URGENT CARE - GREELEY,970-351-8339,2928 WEST 10TH STREET, ,GREELEY,CO,80634,5426,WELD,08123,ON THE SE CORNER OF 30TH AVE AND W 10TH ST, , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",41244985,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-104.72857973266792,40.42242576913486
-90.0323439,35.140712,2653,1843,10192850,QUICKCARE URGENT CARE STATION,901-545-6580,880 MADISON AVENUE, ,MEMPHIS,TN,38103,3409,SHELBY,47157,"LOCATED ON NORTH SIDE OF MADISON AVE, BETWEEN NORTH DUNLAP ST AND HOSPITAL ST", , , ,2006-12-18T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24969306,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3362,-90.03234396260314,35.140711970082236
-97.733121,30.2598611,2654,1844,10192783,COMMUNITY CARE SERVICES DEPARTMENT - PATIENT SERVICES,512-972-4242,1111 EAST CESAR CHAVEZ STREET, ,AUSTIN,TX,78702,4209,TRAVIS,48453,"SOUTH SIDE OF EAST CESAR CHAVEZ STREET, IN BETWEEN MEDINA STREET AND WALLER STREET.", , , ,2006-12-19T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18144888,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3383,-97.73312095246933,30.25986118304803
-97.9400034,29.8558737,2655,1845,10192804,CORRIDOR MEDICAL CLINIC,512-392-5556,1348 NORTH STATE HIGHWAY 123, ,SAN MARCOS,TX,78666,7836,HAYS,48209,"LOCATED ON WEST SIDE OF NORTH STATE HIGHWAY 123, .05 MILE NORTH OF LEAH ST", , , ,2006-12-18T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18217988,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3410,-97.94000342231948,29.855873733786666
-106.6542723,35.2480487,2656,1846,10197414,PRESBYTERIAN URGENT CARE,505-462-8888,4100 HIGH RESORT BOULEVARD, ,RIO RANCHO,NM,87124,5901,SANDOVAL,35043,SOUTH SIDE OF HIGH RESORT BOULEVARD APPROXIMATELY .06 MILES WEST FROM THE INTERSECTION OF RIO RANCHO BOULEVARD SOUTHEAST AND HIGH RESORT BOULEVARD, , , ,2006-08-25T00:00:00.000Z,PHONE,2006-08-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",112214695,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,-106.65427236777498,35.24804877852921
-89.0295373,34.4978359,2657,1847,10422692,EXPRESSCARE OF NEW ALBANY,662-507-3330,210 STATE HIGHWAY 30 WEST, ,NEW ALBANY,MS,38652,3112,UNION,28145,ON THE SOUTHEAST SIDE OF THE INTERSECTION OF COULTER DR AND MS-30W, , , ,2008-01-24T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",705656039,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-89.0295372560389,34.49783592219097
-97.0983264,32.8822111,2658,1848,10197599,CARE NOW - BEDFORD-EULESS,817-251-2101,5301 WILLIAM D TATE AVENUE, ,GRAPEVINE,TX,76051,7357,TARRANT,48439,LOCATED ON THE EAST SIDE OF WILLIAM D TATE AVE BETWEEN CHAMPAGNE BLVD AND W GLADE RD, , , ,2004-11-29T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17682180,NAVTEQ,2008Q1,BLOCKFACE, ,TGS, ,-97.09832639954311,32.88221100703322
-96.2615186,30.5632306,2659,1849,10844576,SAINT JOSEPH EXPRESS,979-731-5200,4401 STATE HIGHWAY 6 SOUTH, ,COLLEGE STATION,TX,77845,4428,BRAZOS,48041,LOCATED ON THE EAST SIDE OF TX 6 S APPROX .3 MILES NORTH OF GREENS PRARIE RD, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",88285485,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-96.26151859230856,30.5632305896209
-93.3054301,37.0439881,2660,1850,10192115,FAMILY MEDICAL WALK-IN CLINICS - NIXA,417-724-0308,103 OLD WILDERNESS ROAD, ,NIXA,MO,65714,9057,CHRISTIAN,29043,ON THE NORTHWEST CORNER OF OLD WILDERNESS RD & MO-14., , , ,2008-03-25T00:00:00.000Z,PHONE,2008-03-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124845838,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-93.30543004945656,37.043988043614206
-93.2968515,37.1404784,2661,1851,10192286,FAMILY MEDICAL WALK-IN CLINICS - SOUTH,417-890-5550,4049 SOUTH CAMPBELL AVENUE, ,SPRINGFIELD,MO,65807,5303,GREENE,29077,"ON THE WEST SIDE OF S CAMPBELL AVE, 166 YARDS SOUTH OF W LASALLE ST.", , , ,2008-03-25T00:00:00.000Z,PHONE,2008-03-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124953197,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_2264,-93.2968515063913,37.14047850208209
-93.2210746,37.0691687,2662,1852,10843893,FAMILY MEDICAL WALK-IN CLINICS - OZARK,417-581-1270,1500 WEST STATE HIGHWAY J, ,OZARK,MO,65721,7425,CHRISTIAN,29043,LOCATED ON THE SOUTH SIDE OF THE T INTERSECTION OF WEST STATE HIGHWAY J AND N 15TH ST, , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",717385725,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-93.22107457503097,37.06916879020838
-98.975059,32.0962418,2663,1853,11513037,HEART OF TEXAS INTERNAL MEDICINE - RISING STAR,254-643-3141,902 WEST COLLEGE STREET, ,RISING STAR,TX,76471,5143,EASTLAND,48133,"LOCATED ON THE NORTH SIDE OF WEST COLLEGE STREET, BETWEEN .2MI AND .3MI WEST OF COOPER STREET.", , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17798305,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-98.97505899727429,32.096241789627754
-98.7240535,31.195445,2664,1854,11513032,HEART OF TEXAS INTERNAL MEDICINE - SAN SABA,325-372-5701,403 WEST WALLACE STREET, ,SAN SABA,TX,76877,4433,SAN SABA,48411,LOCATED ON THE SOUTHWEST CORNER OF WEST WALLACE STREET AND SOUTH 4TH STREET., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",103609548,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-98.72405351885419,31.195445025368485
-111.7621958,33.378832,2665,1855,10198742,NEXTCARE URGENT CARE - MESA,480-926-8700,3301 EAST BASELINE ROAD,SUITE 105,GILBERT,AZ,85234,2633,MARICOPA,04013,LOCATED IN THE SHOPPING PLAZA AT THE SOUTHEAST CORNER OF EAST BASELINE ROAD AND NORTH DRIFTWOOD DRIVE., , , ,2006-06-07T00:00:00.000Z,PHONE,2006-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",122797699,NAVTEQ,2008Q1,BLOCKFACE,NO,TGS, ,-111.76219578590621,33.37883206514857
-92.6885389,38.1138324,2666,1856,11241503,LAKE CONVENIENCE CLINIC,573-348-1560,1026 PALISADES BOULEVARD,SUITE 12,OSAGE BEACH,MO,65065,4306,CAMDEN,29029,"LOCATED ON THE SOUTHWEST SIDE OF MO-KK, .1 MILE NORTHWEST OF US-54.", , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",114350725,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-92.68853890574525,38.113832372966556
-88.9956344,30.3998832,2667,1857,11241593,URGI CARE - BILOXI,228-388-5144,2318 PASS ROAD, ,BILOXI,MS,39531,4044,HARRISON,28047,LOCATED ON THE SOUTH SIDE OF PASS RD BETWEEN FAULKNER RD AND FERNWOOD RD., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",99415781,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-88.9956343023805,30.39988322263349
-89.9735477,34.8243292,2668,1858,11513048,AFFORDABLE URGENT MEDICAL CARE,662-429-9111,900 EAST COMMERCE STREET, ,HERNANDO,MS,38632,2433,DE SOTO,28033,LESS THAN .10 MILES WEST OF MCINGVALE RD ON THE NORTH SIDE OF E COMMERCE ST., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",38802275,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-89.97354776121955,34.824329155866735
-97.0760593,32.747396,2669,1859,10844086,CONCENTRA URGENT CARE - ARLINGTON,817-261-5166,2100 EAST RANDOL MILL ROAD, ,ARLINGTON,TX,76011,8217,TARRANT,48439,"LOCATED ON THE SOUTH SIDE OF EAST RANDOL MILL ROAD, BETWEEN MAGIC MILE STREET AND EXECUTIVE PARKWAY.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17581810,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-97.07605937094257,32.74739597374605
